-158.033,-0.840653
-155.328,-0.826051
-152.649,-0.811601
-149.999,-0.797302
-147.375,-0.783153
-144.779,-0.769154
-142.21,-0.755304
-139.668,-0.741601
-137.153,-0.728047
-134.665,-0.714639
-132.203,-0.701376
-132.05,-0.700552
-131.897,-0.699729
-131.744,-0.698906
-131.592,-0.698084
-131.439,-0.697262
-131.287,-0.696441
-131.134,-0.69562
-130.982,-0.6948
-130.83,-0.69398
-130.678,-0.693161
-130.526,-0.692343
-130.374,-0.691525
-130.222,-0.690708
-130.071,-0.689891
-129.919,-0.689075
-129.768,-0.68826
-129.616,-0.687445
-129.465,-0.68663
-129.314,-0.685816
-129.163,-0.685003
-129.012,-0.68419
-128.861,-0.683378
-128.71,-0.682566
-128.56,-0.681755
-128.409,-0.680945
-128.259,-0.680135
-128.109,-0.679326
-127.958,-0.678517
-127.808,-0.677709
-127.658,-0.676901
-127.508,-0.676094
-127.358,-0.675287
-127.209,-0.674481
-127.059,-0.673676
-126.91,-0.672871
-126.76,-0.672067
-126.611,-0.671263
-126.462,-0.67046
-126.313,-0.669657
-126.164,-0.668855
-126.015,-0.668053
-125.866,-0.667253
-125.717,-0.666452
-125.569,-0.665652
-125.42,-0.664853
-125.272,-0.664054
-125.124,-0.663256
-124.976,-0.662459
-124.827,-0.661662
-124.679,-0.660865
-124.532,-0.660069
-124.384,-0.659274
-124.236,-0.658479
-124.089,-0.657685
-123.941,-0.656891
-123.794,-0.656098
-123.647,-0.655305
-123.499,-0.654513
-123.352,-0.653722
-123.205,-0.652931
-123.059,-0.652141
-122.912,-0.651351
-122.765,-0.650562
-122.619,-0.649773
-122.472,-0.648985
-122.326,-0.648197
-122.18,-0.64741
-122.033,-0.646624
-121.887,-0.645838
-121.741,-0.645053
-121.596,-0.644268
-121.45,-0.643484
-121.304,-0.6427
-121.159,-0.641917
-121.013,-0.641134
-120.868,-0.640352
-120.723,-0.639571
-120.578,-0.63879
-120.433,-0.63801
-120.288,-0.63723
-117.982,-0.624828
-115.703,-0.612568
-113.449,-0.600447
-111.22,-0.588466
-109.017,-0.576623
-107.474,-0.568333
-105.943,-0.560111
-104.425,-0.551958
-102.92,-0.543873
-101.427,-0.535855
-99.9461,-0.527906
-98.4776,-0.520024
-96.4642,-0.50922
-94.4321,-0.498319
-92.4242,-0.48755
-90.4403,-0.476914
-88.4804,-0.46641
-88.041,-0.464055
-87.7176,-0.462322
-87.3948,-0.460592
-87.0727,-0.458866
-86.7512,-0.457144
-86.4304,-0.455425
-86.1103,-0.45371
-85.7908,-0.451999
-85.472,-0.450291
-85.1538,-0.448587
-84.8363,-0.446886
-84.5194,-0.445189
-84.2032,-0.443496
-83.8876,-0.441806
-83.5727,-0.44012
-83.2585,-0.438437
-82.9449,-0.436758
-82.6319,-0.435082
-82.3196,-0.43341
-82.0079,-0.431742
-81.6969,-0.430077
-81.3866,-0.428416
-81.0769,-0.426758
-80.7678,-0.425104
-80.4594,-0.423453
-80.1516,-0.421806
-79.8445,-0.420163
-79.538,-0.418523
-79.2322,-0.416886
-78.927,-0.415253
-77.2163,-0.406102
-75.4203,-0.396498
-73.6471,-0.387019
-71.8967,-0.377665
-70.1689,-0.368435
-68.9253,-0.361794
-67.7287,-0.355406
-66.5432,-0.349079
-65.3688,-0.342812
-64.2055,-0.336607
-63.0531,-0.330462
-61.9118,-0.324377
-60.3822,-0.316225
-58.8075,-0.307836
-57.2543,-0.299566
-55.7226,-0.291413
-54.2122,-0.283378
-53.919,-0.281818
-53.8255,-0.281321
-53.7322,-0.280825
-53.6389,-0.280329
-53.5457,-0.279833
-53.4526,-0.279338
-53.3596,-0.278844
-53.2666,-0.278349
-53.1738,-0.277856
-53.081,-0.277362
-52.9883,-0.276869
-52.8957,-0.276377
-52.8031,-0.275885
-52.7107,-0.275394
-52.6183,-0.274902
-52.526,-0.274412
-52.4338,-0.273922
-52.3417,-0.273432
-52.2497,-0.272943
-52.1577,-0.272454
-52.0658,-0.271966
-51.974,-0.271478
-51.8823,-0.27099
-51.7907,-0.270503
-51.6992,-0.270017
-51.6077,-0.269531
-51.5163,-0.269045
-51.425,-0.26856
-51.3338,-0.268075
-51.2426,-0.267591
-51.1516,-0.267107
-51.0606,-0.266623
-50.9697,-0.26614
-50.8789,-0.265658
-50.7882,-0.265176
-50.6975,-0.264694
-50.6069,-0.264213
-50.5165,-0.263732
-50.4261,-0.263252
-50.3357,-0.262772
-50.2455,-0.262293
-50.1553,-0.261814
-50.0652,-0.261336
-49.9752,-0.260857
-49.8853,-0.26038
-49.7955,-0.259903
-49.7057,-0.259426
-49.6161,-0.25895
-49.5265,-0.258474
-49.437,-0.257999
-49.3475,-0.257524
-49.2582,-0.257049
-49.1689,-0.256575
-49.0797,-0.256102
-48.9906,-0.255628
-48.9016,-0.255156
-48.8126,-0.254683
-48.7238,-0.254212
-48.635,-0.25374
-48.5463,-0.253269
-48.4577,-0.252799
-48.3691,-0.252329
-48.2807,-0.251859
-48.1923,-0.25139
-48.104,-0.250921
-48.0158,-0.250453
-47.9276,-0.249985
-47.8396,-0.249518
-47.7516,-0.249051
-47.6637,-0.248584
-47.5759,-0.248118
-47.4881,-0.247653
-47.4005,-0.247188
-47.3129,-0.246723
-47.2254,-0.246259
-47.138,-0.245795
-47.0506,-0.245331
-46.9634,-0.244868
-46.8762,-0.244406
-46.7891,-0.243944
-45.5895,-0.237581
-44.2245,-0.230344
-42.8797,-0.223218
-41.5551,-0.216203
-40.2504,-0.209298
-39.2865,-0.204199
-38.3864,-0.199439
-37.4961,-0.194734
-36.6157,-0.190082
-35.7449,-0.185484
-34.8838,-0.180938
-34.0324,-0.176446
-32.9183,-0.170571
-31.7484,-0.164407
-30.5975,-0.158346
-29.4653,-0.152388
-28.3519,-0.146533
-27.9727,-0.144541
-27.79,-0.143581
-27.6078,-0.142623
-27.4262,-0.141669
-27.245,-0.140717
-27.0643,-0.139768
-26.8842,-0.138822
-26.7045,-0.137879
-26.5254,-0.136939
-26.3468,-0.136001
-26.1687,-0.135066
-25.991,-0.134134
-25.8139,-0.133205
-25.6373,-0.132279
-25.4613,-0.131355
-25.2857,-0.130434
-25.1106,-0.129516
-24.936,-0.1286
-24.7619,-0.127688
-24.5884,-0.126778
-24.4153,-0.125871
-24.2427,-0.124966
-24.0707,-0.124065
-23.8991,-0.123166
-23.728,-0.12227
-23.5575,-0.121376
-23.3874,-0.120486
-23.2178,-0.119598
-23.0488,-0.118713
-22.8802,-0.11783
-22.0557,-0.113516
-21.0692,-0.108359
-20.1003,-0.103298
-19.1489,-0.0983331
-18.2148,-0.0934636
-17.5077,-0.0897807
-16.867,-0.0864458
-16.2347,-0.0831576
-15.6109,-0.0799158
-14.9955,-0.0767203
-14.3885,-0.0735708
-13.7898,-0.070467
-13.026,-0.0665107
-12.2085,-0.0622815
-11.4073,-0.0581418
-10.6222,-0.054091
-9.85321,-0.0501282
-9.60368,-0.0488436
-9.55648,-0.0486006
-9.50933,-0.048358
-9.46225,-0.0481157
-9.41523,-0.0478737
-9.36827,-0.0476321
-9.32137,-0.0473908
-9.27453,-0.0471499
-9.22776,-0.0469093
-9.18105,-0.046669
-9.13439,-0.0464291
-9.0878,-0.0461895
-9.04128,-0.0459503
-8.99481,-0.0457114
-8.94841,-0.0454728
-8.90206,-0.0452346
-8.85578,-0.0449967
-8.80956,-0.0447592
-8.7634,-0.044522
-8.7173,-0.0442851
-8.67127,-0.0440485
-8.62529,-0.0438123
-8.57938,-0.0435765
-8.53353,-0.0433409
-8.48773,-0.0431057
-8.442,-0.0428709
-8.39633,-0.0426364
-8.35073,-0.0424022
-8.30518,-0.0421683
-8.25969,-0.0419348
-8.21427,-0.0417016
-8.16891,-0.0414688
-8.1236,-0.0412363
-8.07836,-0.0410041
-8.03318,-0.0407722
-7.98806,-0.0405407
-7.943,-0.0403095
-7.898,-0.0400787
-7.85306,-0.0398482
-7.80819,-0.039618
-7.76337,-0.0393882
-7.71861,-0.0391587
-7.67392,-0.0389295
-7.62928,-0.0387007
-7.58471,-0.0384722
-7.5402,-0.038244
-7.49574,-0.0380161
-7.45135,-0.0377886
-7.40702,-0.0375614
-7.36275,-0.0373346
-7.31853,-0.0371081
-7.27438,-0.0368819
-7.23029,-0.036656
-7.18626,-0.0364305
-7.14229,-0.0362053
-7.09838,-0.0359805
-7.05453,-0.0357559
-7.01074,-0.0355317
-6.96701,-0.0353079
-6.92334,-0.0350843
-6.87973,-0.0348611
-6.83618,-0.0346382
-6.79269,-0.0344157
-6.74926,-0.0341935
-6.70589,-0.0339716
-6.66258,-0.03375
-6.61933,-0.0335288
-6.57614,-0.0333079
-6.53301,-0.0330873
-6.48994,-0.032867
