-6.44693,-0.0326471
-6.40398,-0.0324275
-6.36109,-0.0322082
-6.31826,-0.0319893
-6.27548,-0.0317707
-6.23277,-0.0315524
-6.19012,-0.0313345
-6.14752,-0.0311168
-6.10499,-0.0308995
-6.06251,-0.0306825
-5.56846,-0.0281604
-4.90799,-0.0247939
-4.26249,-0.0215095
-3.63183,-0.0183068
-3.01588,-0.0151848
-2.41452,-0.0121429
-1.8276,-0.00918039
-1.255,-0.0062965
-0.696574,-0.00349052
-0.152203,-0.00076173
